Country,Type,Serial,CEFR,Upper/lower/students/teachers/others,Grammar,Spelling,Word Count,Average Sentence Length,Function Word Count,FWratio
KOR,SMK,54,B1,2,0,0,203,8,58,0.285714286
KOR,SMK,55,B1,1,0,0,204,9,68,0.333333333
KOR,SMK,56,B2,0,0,0,240,13,90,0.375
KOR,SMK,57,B2,0,2,4,228,11,85,0.372807018
KOR,SMK,58,A2,0,1,0,200,13,67,0.335
KOR,SMK,59,B1,1,0,0,202,8,77,0.381188119
KOR,SMK,60,A2,0,0,0,209,20,89,0.425837321
KOR,SMK,61,A2,0,1,9,206,15,80,0.388349515
KOR,SMK,62,A2,0,0,0,217,9,77,0.35483871
KOR,SMK,63,A2,0,0,4,228,13,76,0.333333333
KOR,SMK,64,A2,0,0,0,204,14,85,0.416666667
KOR,SMK,65,A2,0,0,0,204,7,61,0.299019608
KOR,SMK,66,B1,2,0,1,200,12,66,0.33
KOR,SMK,67,B1,1,0,0,206,9,65,0.315533981
KOR,SMK,68,A2,0,0,0,206,29,89,0.432038835
KOR,SMK,69,B1,1,1,4,202,13,70,0.346534653
KOR,SMK,70,B1,2,0,0,204,7,66,0.323529412
KOR,SMK,71,A2,0,1,0,206,12,64,0.310679612
KOR,SMK,72,B1,1,1,1,206,17,84,0.40776699
KOR,SMK,73,B1,1,0,0,201,7,71,0.353233831
KOR,SMK,74,A2,0,1,3,203,10,67,0.330049261
KOR,SMK,75,B2,0,1,1,242,9,88,0.363636364
KOR,SMK,76,B1,2,7,0,232,13,83,0.357758621
KOR,SMK,77,B1,1,0,5,227,9,61,0.268722467
KOR,SMK,78,B1,1,0,0,200,16,84,0.42
KOR,SMK,79,B2,0,0,2,201,12,60,0.298507463
KOR,SMK,80,B1,2,0,0,226,17,84,0.371681416
KOR,SMK,81,A2,0,0,2,268,12,100,0.373134328
KOR,SMK,82,A2,0,0,0,213,10,73,0.342723005
KOR,SMK,83,B1,1,0,0,213,13,79,0.370892019
KOR,SMK,84,B1,2,1,1,203,11,68,0.334975369
KOR,SMK,85,B1,2,0,0,225,11,78,0.346666667
KOR,SMK,86,B1,2,0,0,206,12,72,0.349514563
KOR,SMK,87,B1,2,0,0,201,11,67,0.333333333
KOR,SMK,88,A2,0,0,1,240,16,96,0.4
KOR,SMK,89,A2,0,0,0,209,16,78,0.373205742
KOR,SMK,90,B1,1,0,1,210,42,73,0.347619048
KOR,SMK,91,A2,0,0,0,201,8,61,0.303482587
KOR,SMK,92,B1,1,3,0,215,12,79,0.36744186
KOR,SMK,93,B1,1,0,7,254,28,85,0.334645669
KOR,SMK,94,B1,1,0,0,200,11,51,0.255
KOR,SMK,95,B2,0,0,0,203,6,70,0.344827586
KOR,SMK,96,B1,2,0,0,203,8,68,0.334975369
KOR,SMK,97,A2,0,2,2,196,14,82,0.418367347
KOR,SMK,98,B1,2,0,0,232,12,76,0.327586207
KOR,SMK,99,A2,0,0,1,202,14,84,0.415841584
KOR,SMK,100,B1,1,0,2,202,8,68,0.336633663
KOR,SMK,101,B1,2,0,0,200,9,59,0.295
KOR,SMK,102,A2,0,0,0,201,10,67,0.333333333
KOR,SMK,103,B1,2,0,0,209,13,65,0.311004785
KOR,SMK,104,B1,2,0,2,218,9,71,0.325688073
KOR,SMK,105,A2,0,0,0,228,114,120,0.526315789
KOR,SMK,106,A2,0,0,0,211,7,57,0.27014218
KOR,SMK,107,B1,2,0,0,201,7,42,0.208955224
KOR,SMK,108,A2,0,0,0,253,63,136,0.537549407
KOR,SMK,109,A2,0,0,1,185,30,72,0.389189189
KOR,SMK,110,A2,0,1,1,205,7,65,0.317073171
KOR,SMK,111,A2,0,0,3,207,8,63,0.304347826
KOR,SMK,112,A2,0,1,1,203,12,66,0.325123153
KOR,SMK,113,A2,0,0,3,233,17,88,0.377682403
KOR,SMK,114,B2,0,0,0,200,9,68,0.34
KOR,SMK,115,B1,1,0,3,201,13,78,0.388059701
KOR,SMK,116,B2,0,0,9,297,10,99,0.333333333
KOR,SMK,117,B1,2,5,0,242,26,85,0.351239669
KOR,SMK,118,B1,1,0,0,205,10,66,0.32195122
KOR,SMK,119,A2,0,0,0,205,12,72,0.351219512
KOR,SMK,120,A2,0,1,1,202,8,69,0.341584158
KOR,SMK,121,B1,1,0,1,205,6,46,0.224390244
KOR,SMK,122,A2,0,0,1,238,119,127,0.533613445
KOR,SMK,123,B1,2,0,1,233,12,86,0.369098712
KOR,SMK,124,B1,2,3,1,202,16,62,0.306930693
KOR,SMK,125,B1,2,0,0,202,10,63,0.311881188
KOR,SMK,126,A2,0,0,2,224,17,85,0.379464286
KOR,SMK,127,B2,0,1,4,209,16,62,0.296650718
KOR,SMK,128,B2,0,0,3,254,11,92,0.362204724
KOR,SMK,129,B1,2,0,4,224,13,70,0.3125
KOR,SMK,130,B1,2,0,2,249,12,87,0.34939759
KOR,SMK,131,B1,1,0,4,201,8,53,0.263681592
KOR,SMK,132,B1,1,4,3,208,9,68,0.326923077
KOR,SMK,133,B1,1,0,2,206,13,76,0.368932039
KOR,SMK,134,B1,2,0,0,202,14,72,0.356435644
KOR,SMK,135,A2,0,0,5,213,10,70,0.328638498
KOR,SMK,136,B1,1,0,0,205,8,67,0.326829268
KOR,SMK,137,A2,0,0,1,245,27,92,0.375510204
KOR,SMK,138,B2,0,0,1,254,14,97,0.381889764
KOR,SMK,139,B1,2,0,0,200,8,59,0.295
KOR,SMK,140,B1,1,0,1,213,7,57,0.267605634
KOR,SMK,141,B1,2,0,2,204,7,59,0.289215686
KOR,SMK,142,B1,2,0,0,201,8,65,0.323383085
KOR,SMK,143,B1,2,0,0,271,18,106,0.391143911
KOR,SMK,144,A2,0,0,1,236,118,123,0.521186441
KOR,SMK,145,A2,0,0,0,214,11,76,0.355140187
KOR,SMK,146,B1,2,0,0,205,8,65,0.317073171
KOR,SMK,147,A2,0,0,0,209,17,76,0.363636364
KOR,SMK,148,A2,0,0,0,204,10,63,0.308823529
KOR,SMK,149,A2,0,2,0,203,29,75,0.369458128
KOR,SMK,150,B1,1,0,0,206,7,69,0.334951456
KOR,SMK,151,B2,0,0,1,210,11,80,0.380952381
KOR,SMK,152,B1,2,0,5,255,17,106,0.415686275
KOR,SMK,153,B1,2,0,0,217,11,87,0.400921659
KOR,SMK,154,A2,0,0,4,222,9,71,0.31981982
KOR,SMK,155,B1,1,0,0,237,8,83,0.35021097
KOR,SMK,156,A2,0,0,1,204,9,70,0.343137255
KOR,SMK,157,A2,0,0,0,201,11,70,0.348258706
KOR,SMK,158,B1,1,0,1,213,12,87,0.408450704
KOR,SMK,159,B1,1,0,4,215,19,92,0.427906977
KOR,SMK,160,B2,0,0,0,205,12,71,0.346341463
KOR,SMK,161,B1,2,0,5,256,9,86,0.3359375
KOR,SMK,162,A2,0,0,4,210,13,68,0.323809524
KOR,SMK,163,A2,0,0,0,208,8,67,0.322115385
KOR,SMK,164,B1,2,0,9,252,21,78,0.30952381
KOR,SMK,165,B1,1,0,0,213,11,75,0.352112676
KOR,SMK,166,B1,2,0,6,277,17,102,0.368231047
KOR,SMK,167,A2,0,1,2,207,7,77,0.371980676
KOR,SMK,168,A2,0,1,2,203,22,76,0.374384236
KOR,SMK,169,A2,0,0,0,247,49,128,0.518218623
KOR,SMK,170,B1,1,0,0,232,8,69,0.297413793
KOR,SMK,171,A2,0,0,1,202,9,64,0.316831683
KOR,SMK,172,B1,2,0,0,210,9,71,0.338095238
KOR,SMK,173,B1,2,0,0,200,13,77,0.385
KOR,SMK,174,B1,1,0,1,233,12,102,0.43776824
KOR,SMK,175,A2,0,2,0,209,13,76,0.363636364
KOR,SMK,176,A2,0,0,1,201,8,55,0.273631841
KOR,SMK,177,B2,0,1,1,203,14,73,0.359605911
KOR,SMK,178,A2,0,1,0,209,11,74,0.354066986
KOR,SMK,179,B1,2,0,4,299,23,136,0.454849498
KOR,SMK,180,B1,2,0,1,208,12,81,0.389423077
KOR,SMK,181,B1,2,0,0,200,13,73,0.365
KOR,SMK,182,B1,2,0,1,200,8,62,0.31
KOR,SMK,183,B1,2,0,0,211,11,77,0.36492891
KOR,SMK,184,A2,0,0,0,255,63,134,0.525490196
KOR,SMK,185,B1,2,0,0,200,9,63,0.315
KOR,SMK,186,B1,2,0,5,220,11,71,0.322727273
KOR,SMK,187,B1,2,0,0,210,23,83,0.395238095
KOR,SMK,188,B1,1,0,0,251,10,83,0.330677291
KOR,SMK,189,B1,2,1,2,216,8,64,0.296296296
KOR,SMK,190,B1,1,0,0,235,10,78,0.331914894
KOR,SMK,191,B1,2,0,0,215,7,68,0.31627907
KOR,SMK,192,B1,2,0,0,214,8,69,0.322429907
KOR,SMK,193,A2,0,0,6,201,8,63,0.313432836
KOR,SMK,194,A2,0,1,3,288,13,111,0.385416667
KOR,SMK,195,A2,0,0,11,263,17,92,0.349809886
KOR,SMK,196,B1,1,0,0,208,10,67,0.322115385
KOR,SMK,197,A2,0,6,0,200,10,57,0.285
KOR,SMK,198,A2,0,0,0,200,9,67,0.335
KOR,SMK,199,B1,2,0,0,201,8,51,0.253731343
KOR,SMK,200,A2,0,0,10,258,12,94,0.364341085
KOR,SMK,201,B1,2,1,8,186,13,72,0.387096774
KOR,SMK,202,B1,2,0,2,260,13,103,0.396153846
KOR,SMK,203,B1,1,0,3,208,9,61,0.293269231
KOR,SMK,204,B2,0,0,15,268,12,92,0.343283582
KOR,SMK,205,B1,2,3,3,203,11,77,0.379310345
KOR,SMK,206,B1,1,0,0,207,11,78,0.376811594
KOR,SMK,207,B2,0,0,2,180,13,74,0.411111111
KOR,SMK,208,B2,0,3,4,212,13,74,0.349056604
KOR,SMK,209,B1,2,0,5,267,22,90,0.337078652
KOR,SMK,210,B1,1,1,1,205,11,78,0.380487805
KOR,SMK,211,B1,2,0,1,251,14,107,0.426294821
KOR,SMK,212,B2,0,0,0,204,15,83,0.406862745
KOR,SMK,213,B2,0,0,1,208,12,63,0.302884615
KOR,SMK,214,B2,0,0,2,209,16,76,0.363636364
KOR,SMK,215,B2,0,0,0,217,12,87,0.400921659
KOR,SMK,216,B2,0,1,0,206,15,87,0.422330097
KOR,SMK,217,B1,2,1,2,205,10,74,0.36097561
KOR,SMK,218,B2,0,0,1,243,13,94,0.386831276
KOR,SMK,219,B2,0,0,0,200,13,70,0.35
KOR,SMK,220,B2,0,0,4,193,17,70,0.362694301
KOR,SMK,221,B2,0,0,1,211,19,89,0.421800948
KOR,SMK,222,B2,0,0,1,245,11,86,0.351020408
KOR,SMK,223,B2,0,0,0,201,10,70,0.348258706
KOR,SMK,224,B2,0,0,0,215,14,82,0.381395349
KOR,SMK,225,B1,2,0,0,218,12,88,0.403669725
KOR,SMK,226,B2,0,0,8,300,17,129,0.43
KOR,SMK,227,B2,0,0,3,180,12,71,0.394444444
KOR,SMK,228,B2,0,0,7,230,11,86,0.373913043
KOR,SMK,229,A2,0,4,3,213,13,78,0.366197183
KOR,SMK,230,B1,2,0,0,205,12,76,0.370731707
KOR,SMK,231,B2,0,0,0,217,15,88,0.405529954
KOR,SMK,232,B2,0,0,0,246,16,96,0.390243902
KOR,SMK,233,B2,0,1,3,279,13,85,0.304659498
KOR,SMK,234,B2,0,0,0,203,10,65,0.320197044
KOR,SMK,235,B2,0,0,1,222,14,71,0.31981982
KOR,SMK,236,B1,1,0,0,206,9,73,0.354368932
KOR,SMK,237,B2,0,4,5,234,13,81,0.346153846
KOR,SMK,238,B2,0,0,1,184,14,72,0.391304348
KOR,SMK,239,B2,0,0,0,218,13,77,0.353211009
KOR,SMK,240,B2,0,0,1,230,15,102,0.443478261
KOR,SMK,241,B1,1,0,0,237,12,85,0.358649789
KOR,SMK,242,B1,2,0,0,228,14,80,0.350877193
KOR,SMK,243,B1,2,0,3,181,18,62,0.342541436
KOR,SMK,244,B2,0,0,0,215,15,83,0.386046512
KOR,SMK,245,B2,0,0,5,241,18,99,0.410788382
KOR,SMK,246,B2,0,0,0,229,15,104,0.454148472
KOR,SMK,247,B2,0,0,2,233,13,93,0.399141631
KOR,SMK,248,B1,2,0,6,315,15,125,0.396825397
KOR,SMK,249,B1,1,0,6,244,12,85,0.348360656
KOR,SMK,250,B2,0,0,10,253,18,101,0.399209486
KOR,SMK,251,B1,2,0,0,202,14,73,0.361386139
KOR,SMK,252,B1,2,0,0,217,15,82,0.377880184
KOR,SMK,253,B2,0,0,10,325,21,140,0.430769231
KOR,SMK,254,B2,0,0,1,241,17,99,0.410788382
KOR,SMK,255,B2,0,0,1,204,18,74,0.362745098
KOR,SMK,256,B2,0,0,0,215,15,81,0.376744186
KOR,SMK,257,B2,0,0,1,218,12,78,0.357798165
KOR,SMK,258,B1,2,0,2,194,16,68,0.350515464
KOR,SMK,259,B2,0,0,5,219,12,84,0.383561644
KOR,SMK,260,B2,0,0,0,213,19,91,0.427230047
KOR,SMK,261,B1,2,0,0,200,14,74,0.37
KOR,SMK,262,B1,2,1,1,262,14,99,0.377862595
KOR,SMK,263,B2,0,1,7,246,12,87,0.353658537
KOR,SMK,264,B2,0,0,0,202,13,80,0.396039604
KOR,SMK,265,B1,2,0,1,182,10,68,0.373626374
KOR,SMK,266,B2,0,0,2,208,23,92,0.442307692
KOR,SMK,267,A2,0,0,0,181,9,70,0.386740331
KOR,SMK,268,B2,0,0,0,214,15,90,0.420560748
KOR,SMK,269,B2,0,0,0,262,17,102,0.389312977
KOR,SMK,270,B2,0,0,0,211,14,94,0.44549763
KOR,SMK,271,B2,0,1,1,200,13,84,0.42
KOR,SMK,272,B2,0,0,2,200,12,64,0.32
KOR,SMK,273,B1,1,0,2,232,15,84,0.362068966
KOR,SMK,274,B2,0,0,12,269,13,95,0.353159851
KOR,SMK,275,B2,0,0,0,216,13,77,0.356481481
KOR,SMK,276,B1,2,0,0,202,12,85,0.420792079
KOR,SMK,277,B1,2,0,10,284,15,112,0.394366197
KOR,SMK,278,B2,0,0,2,249,15,107,0.429718876
KOR,SMK,279,B1,2,0,0,204,14,74,0.362745098
KOR,SMK,280,B1,2,0,2,204,12,73,0.357843137
KOR,SMK,281,B2,0,0,1,244,14,94,0.385245902
KOR,SMK,282,B2,0,0,5,301,20,121,0.401993355
KOR,SMK,283,B1,2,0,5,198,14,73,0.368686869
KOR,SMK,284,B2,0,0,0,233,13,91,0.39055794
KOR,SMK,285,B2,0,0,0,237,12,92,0.388185654
KOR,SMK,286,B2,0,0,7,259,12,106,0.409266409
KOR,SMK,287,B2,0,0,0,207,9,64,0.309178744
KOR,SMK,288,B1,2,0,0,202,11,79,0.391089109
KOR,SMK,289,B2,0,0,4,258,18,100,0.387596899
KOR,SMK,290,B2,0,0,2,181,13,60,0.331491713
KOR,SMK,291,B2,0,0,7,200,10,69,0.345
KOR,SMK,292,B2,0,0,3,200,10,65,0.325
KOR,SMK,293,B1,2,1,0,180,10,66,0.366666667
KOR,SMK,294,B1,2,17,3,209,9,73,0.349282297
KOR,SMK,295,B1,2,1,8,312,10,113,0.362179487
KOR,SMK,296,A2,0,1,0,192,10,64,0.333333333
KOR,SMK,297,B1,2,0,0,208,14,82,0.394230769
KOR,SMK,298,B1,1,2,1,206,10,60,0.291262136
KOR,SMK,299,B1,2,3,2,183,14,62,0.338797814
KOR,SMK,300,B1,2,0,3,230,15,89,0.386956522
PAK,PTJ,1,B1,1,0,4,212,7,74,0.349056604
PAK,PTJ,2,B1,1,1,6,219,18,88,0.401826484
PAK,PTJ,3,B1,2,13,11,332,15,128,0.385542169
PAK,PTJ,4,B1,1,1,1,205,18,85,0.414634146
PAK,PTJ,5,B1,2,2,4,213,14,92,0.431924883
PAK,PTJ,6,B1,2,2,6,209,9,64,0.306220096
PAK,PTJ,7,B1,2,1,9,327,21,132,0.403669725
PAK,PTJ,8,B1,1,1,0,235,16,99,0.421276596
PAK,PTJ,9,B1,1,0,8,220,9,69,0.313636364
PAK,PTJ,10,B1,2,2,7,251,15,85,0.338645418
PAK,PTJ,11,A2,0,0,3,224,9,73,0.325892857
PAK,PTJ,12,B1,2,0,0,202,16,95,0.47029703
PAK,PTJ,13,A2,0,0,0,207,17,81,0.391304348
PAK,PTJ,14,B1,1,0,3,240,26,102,0.425
PAK,PTJ,15,B1,2,1,2,248,12,103,0.415322581
PAK,PTJ,16,B1,1,0,0,240,13,86,0.358333333
PAK,PTJ,17,B1,2,1,3,209,20,95,0.454545455
PAK,PTJ,18,B1,2,1,4,200,13,78,0.39
PAK,PTJ,19,B1,2,0,1,203,15,93,0.458128079
PAK,PTJ,20,B1,1,1,8,267,14,114,0.426966292
PAK,PTJ,21,B1,2,0,0,227,17,89,0.392070485
PAK,PTJ,22,B1,1,1,2,236,26,107,0.453389831
PAK,PTJ,23,A2,0,3,14,256,12,87,0.33984375
PAK,PTJ,24,B1,2,0,5,231,16,100,0.432900433
PAK,PTJ,25,B1,2,5,3,222,13,79,0.355855856
PAK,PTJ,26,B1,2,0,1,200,11,82,0.41
PAK,PTJ,27,B1,1,0,1,224,14,86,0.383928571
PAK,PTJ,28,B1,1,0,0,221,13,79,0.357466063
PAK,PTJ,29,A2,0,0,8,237,15,97,0.4092827
PAK,PTJ,30,B1,2,3,13,317,21,124,0.391167192
PAK,PTJ,31,B1,2,1,3,227,17,100,0.440528634
PAK,PTJ,32,B1,1,5,5,253,14,93,0.367588933
PAK,PTJ,33,B1,2,2,2,229,16,96,0.419213974
PAK,PTJ,34,B1,2,0,4,237,16,95,0.400843882
PAK,PTJ,35,B1,1,0,2,245,12,89,0.363265306
PAK,PTJ,36,B1,1,0,1,221,14,90,0.407239819
PAK,PTJ,37,B1,2,1,1,328,11,120,0.365853659
PAK,PTJ,38,B1,2,0,6,200,16,79,0.395
PAK,PTJ,39,B1,1,1,3,222,15,88,0.396396396
PAK,PTJ,40,B1,1,0,1,195,15,70,0.358974359
PAK,PTJ,41,B1,1,0,6,205,9,67,0.326829268
PAK,PTJ,42,B1,1,1,1,200,13,80,0.4
PAK,PTJ,43,B1,2,0,1,241,14,95,0.394190871
PAK,PTJ,44,B1,2,0,15,255,15,104,0.407843137
PAK,PTJ,45,B1,1,1,4,216,13,76,0.351851852
PAK,PTJ,46,B1,2,0,0,229,12,89,0.388646288
PAK,PTJ,47,B1,2,2,14,277,17,104,0.375451264
PAK,PTJ,48,A2,0,4,11,204,20,91,0.446078431
PAK,PTJ,49,A2,0,2,1,224,8,76,0.339285714
PAK,PTJ,50,B1,1,1,5,219,13,82,0.374429224
PAK,PTJ,51,B1,2,0,11,322,15,112,0.347826087
PAK,PTJ,52,A2,0,2,1,208,9,60,0.288461538
PAK,PTJ,53,B1,1,0,0,216,14,89,0.412037037
PAK,PTJ,54,B1,1,0,13,222,14,89,0.400900901
PAK,PTJ,55,B1,2,0,0,223,15,90,0.403587444
PAK,PTJ,56,B1,2,0,2,235,18,99,0.421276596
PAK,PTJ,57,B1,2,0,1,228,19,94,0.412280702
PAK,PTJ,58,B1,1,4,3,239,11,105,0.439330544
PAK,PTJ,59,B1,2,0,2,221,13,85,0.384615385
PAK,PTJ,60,A2,0,1,0,224,14,92,0.410714286
PAK,PTJ,61,B1,1,1,9,250,11,99,0.396
PAK,PTJ,62,B1,1,6,5,308,20,140,0.454545455
PAK,PTJ,63,B1,2,0,1,198,18,81,0.409090909
PAK,PTJ,64,B1,2,1,0,208,14,88,0.423076923
PAK,PTJ,65,B1,1,1,1,202,13,74,0.366336634
PAK,PTJ,66,B1,1,0,3,257,21,116,0.451361868
PAK,PTJ,67,A2,0,1,3,284,16,126,0.443661972
PAK,PTJ,68,B1,2,0,7,227,11,88,0.387665198
PAK,PTJ,69,B1,2,8,7,315,11,134,0.425396825
PAK,PTJ,70,B1,2,0,0,225,14,96,0.426666667
PAK,PTJ,71,B1,2,4,1,221,13,83,0.375565611
PAK,PTJ,72,A2,0,1,2,202,18,75,0.371287129
PAK,PTJ,73,B1,1,1,2,230,13,94,0.408695652
PAK,PTJ,74,B1,1,0,6,285,14,110,0.385964912
PAK,PTJ,75,B1,2,3,6,204,12,80,0.392156863
PAK,PTJ,76,B1,2,0,3,205,12,77,0.375609756
PAK,PTJ,77,B1,2,1,1,230,15,84,0.365217391
PAK,PTJ,78,B1,1,0,3,201,12,66,0.328358209
PAK,PTJ,79,B1,1,0,10,328,15,123,0.375
PAK,PTJ,80,B1,2,0,3,218,16,103,0.472477064
PAK,PTJ,81,B1,1,3,5,259,14,106,0.409266409
PAK,PTJ,82,B1,2,0,0,259,19,117,0.451737452
PAK,PTJ,83,B1,1,4,6,304,12,97,0.319078947
PAK,PTJ,84,B1,2,1,3,210,17,73,0.347619048
PAK,PTJ,85,B1,2,5,9,323,17,136,0.421052632
PAK,PTJ,86,B1,1,0,5,316,18,134,0.424050633
PAK,PTJ,87,B1,2,0,0,259,14,105,0.405405405
PAK,PTJ,88,B1,1,1,4,239,18,93,0.389121339
PAK,PTJ,89,B1,1,2,3,213,14,84,0.394366197
PAK,PTJ,90,B1,2,0,0,222,18,92,0.414414414
PAK,PTJ,91,B1,2,1,5,217,21,109,0.502304147
PAK,PTJ,92,B1,2,1,0,206,15,93,0.451456311
PAK,PTJ,93,B1,2,5,3,210,16,83,0.395238095
PAK,PTJ,94,B1,2,1,3,199,15,93,0.467336683
PAK,PTJ,95,B1,2,2,0,202,11,78,0.386138614
PAK,PTJ,96,B1,1,0,1,294,22,135,0.459183673
PAK,PTJ,97,B1,1,2,1,239,15,90,0.376569038
PAK,PTJ,98,B1,1,0,5,214,12,84,0.392523364
PAK,PTJ,99,B1,2,1,2,246,13,97,0.394308943
PAK,PTJ,100,B1,2,0,0,209,11,69,0.330143541
PAK,PTJ,101,B1,1,1,3,214,16,81,0.378504673
PAK,PTJ,102,B1,1,0,1,201,18,84,0.417910448
PAK,PTJ,103,B1,1,2,0,228,12,82,0.359649123
PAK,PTJ,104,B1,2,0,0,203,16,81,0.399014778
PAK,PTJ,105,B1,1,0,7,291,18,125,0.429553265
PAK,PTJ,106,B1,1,0,6,274,10,90,0.328467153
PAK,PTJ,107,B1,1,1,8,200,12,67,0.335
PAK,PTJ,108,B1,2,0,1,245,15,99,0.404081633
PAK,PTJ,109,B1,2,0,3,239,14,99,0.414225941
PAK,PTJ,110,B1,1,0,5,269,17,121,0.449814126
PAK,PTJ,111,B1,1,0,5,224,9,70,0.3125
PAK,PTJ,112,B1,2,0,10,319,21,132,0.413793103
PAK,PTJ,113,B1,1,1,7,212,11,71,0.33490566
PAK,PTJ,114,B2,0,11,18,237,15,106,0.447257384
PAK,PTJ,115,B1,2,5,5,290,16,122,0.420689655
PAK,PTJ,116,B1,2,11,14,227,15,103,0.453744493
PAK,PTJ,117,B1,2,4,0,240,17,97,0.404166667
PAK,PTJ,118,B1,2,0,3,227,20,91,0.400881057
PAK,PTJ,119,A2,0,2,3,213,11,74,0.34741784
PAK,PTJ,120,B1,1,0,7,295,14,112,0.379661017
PAK,PTJ,121,B1,1,0,0,201,10,74,0.368159204
PAK,PTJ,122,B1,1,2,4,216,13,88,0.407407407
PAK,PTJ,123,B1,2,0,11,233,7,63,0.270386266
PAK,PTJ,124,B1,1,0,1,195,16,79,0.405128205
PAK,PTJ,125,B1,1,0,2,202,12,72,0.356435644
PAK,PTJ,126,B1,1,4,3,323,11,126,0.390092879
PAK,PTJ,127,B1,2,0,0,207,20,91,0.439613527
PAK,PTJ,128,B1,2,1,2,270,14,112,0.414814815
PAK,PTJ,129,B1,2,2,0,227,9,78,0.343612335
PAK,PTJ,130,B1,1,0,5,215,17,78,0.362790698
PAK,PTJ,131,B1,1,1,3,214,16,81,0.378504673
PAK,PTJ,132,A2,0,0,1,226,11,86,0.380530973
PAK,PTJ,133,B1,1,0,0,214,35,94,0.439252336
PAK,PTJ,134,B1,1,0,2,231,12,86,0.372294372
PAK,PTJ,135,A2,0,2,5,211,10,67,0.317535545
PAK,PTJ,136,B1,1,0,5,227,15,84,0.370044053
PAK,PTJ,137,B1,2,3,5,235,16,86,0.365957447
PAK,PTJ,138,B1,1,0,1,249,22,105,0.421686747
PAK,PTJ,139,B1,2,1,9,219,10,73,0.333333333
PAK,PTJ,140,B1,2,0,0,206,10,80,0.388349515
PAK,PTJ,141,B1,1,2,9,322,14,118,0.366459627
PAK,PTJ,142,B1,2,1,2,201,12,71,0.353233831
PAK,PTJ,143,B1,1,1,10,315,12,116,0.368253968
PAK,PTJ,144,B2,0,0,5,206,12,73,0.354368932
PAK,PTJ,145,B1,2,1,0,212,14,87,0.410377358
PAK,PTJ,146,B1,2,0,0,212,17,79,0.372641509
PAK,PTJ,147,B1,1,3,3,220,8,58,0.263636364
PAK,PTJ,148,B1,1,0,6,281,23,124,0.441281139
PAK,PTJ,149,B1,2,1,0,221,17,93,0.42081448
PAK,PTJ,150,B2,0,1,5,302,13,115,0.380794702
PAK,PTJ,151,B1,1,0,0,189,14,75,0.396825397
PAK,PTJ,152,B1,2,0,2,219,15,87,0.397260274
PAK,PTJ,153,B1,2,0,1,221,13,82,0.371040724
PAK,PTJ,154,B1,1,0,6,306,20,128,0.418300654
PAK,PTJ,155,B1,2,1,1,259,11,102,0.393822394
PAK,PTJ,156,B1,1,0,3,216,14,93,0.430555556
PAK,PTJ,157,B1,2,0,4,249,12,93,0.373493976
PAK,PTJ,158,B1,1,1,5,268,15,100,0.373134328
PAK,PTJ,159,B1,1,0,5,180,9,54,0.3
PAK,PTJ,160,B1,2,0,8,276,13,112,0.405797101
PAK,PTJ,161,B1,1,3,2,208,17,81,0.389423077
PAK,PTJ,162,A2,0,0,0,215,17,91,0.423255814
PAK,PTJ,163,B1,1,0,9,257,12,96,0.373540856
PAK,PTJ,164,B1,2,1,1,211,14,90,0.426540284
PAK,PTJ,165,B1,2,5,0,205,12,78,0.380487805
PAK,PTJ,166,B1,2,1,3,234,19,108,0.461538462
PAK,PTJ,167,B1,1,0,0,245,16,104,0.424489796
PAK,PTJ,168,B1,2,1,2,202,14,80,0.396039604
PAK,PTJ,169,B1,2,0,1,205,18,81,0.395121951
PAK,PTJ,170,B1,1,1,9,252,12,87,0.345238095
PAK,PTJ,171,A2,0,1,10,209,17,79,0.377990431
PAK,PTJ,172,B1,1,0,10,330,20,132,0.4
PAK,PTJ,173,B1,1,1,1,200,9,76,0.38
PAK,PTJ,174,B1,1,2,5,200,13,76,0.38
PAK,PTJ,175,B1,1,0,2,271,18,127,0.468634686
PAK,PTJ,176,A2,0,4,3,191,11,70,0.366492147
PAK,PTJ,177,B1,2,0,1,214,12,90,0.420560748
PAK,PTJ,178,B1,2,2,2,268,24,113,0.421641791
PAK,PTJ,179,B1,1,0,4,231,14,101,0.437229437
PAK,PTJ,180,B1,1,1,2,204,10,63,0.308823529
PAK,PTJ,181,B1,1,0,1,244,13,100,0.409836066
PAK,PTJ,182,B1,2,0,5,201,15,81,0.402985075
PAK,PTJ,183,B1,2,0,3,223,13,87,0.390134529
PAK,PTJ,184,B1,2,0,3,208,14,80,0.384615385
PAK,PTJ,185,B1,1,5,2,233,13,92,0.394849785
PAK,PTJ,186,B1,2,1,6,301,16,109,0.362126246
PAK,PTJ,187,B1,1,0,3,217,12,84,0.387096774
PAK,PTJ,188,B1,1,1,4,218,10,84,0.385321101
PAK,PTJ,189,B1,1,1,1,267,13,103,0.38576779
PAK,PTJ,190,B1,1,0,0,243,15,102,0.419753086
PAK,PTJ,191,B1,1,0,4,205,17,85,0.414634146
PAK,PTJ,192,B1,1,3,5,256,10,91,0.35546875
PAK,PTJ,193,A2,0,0,3,212,16,77,0.363207547
PAK,PTJ,194,B1,1,0,5,230,20,94,0.408695652
PAK,PTJ,195,B1,2,4,1,274,15,124,0.452554745
PAK,PTJ,196,B1,1,1,5,217,12,71,0.32718894
PAK,PTJ,197,A2,0,1,3,214,16,81,0.378504673
PAK,PTJ,198,B1,1,4,10,201,8,69,0.343283582
